phrases_x,phrases_y,similarities
Which Lloyd's syndicates owns the maximum number of assets?,How many fatal air accidents till date?,1.6203339
Which Lloyd's syndicates owns the maximum number of assets?,What is the flow of air traffic in North America?,1.3084544
Which Lloyd's syndicates owns the maximum number of assets?,What is the fleet of Airbus?,1.270254
Which Lloyd's syndicates owns the maximum number of assets?,Airlines profitability Brazil?,2.8011694
Which Lloyd's syndicates owns the maximum number of assets?,Mergers among airline companies?,2.0473804
Which Lloyd's syndicates owns the maximum number of assets?,Which are the most profitable airports?,1.1851112
Which Lloyd's syndicates owns the maximum number of assets?,What has the capacity movement of airline companies been over the years?,1.1306852
Which Lloyd's syndicates owns the maximum number of assets?,Details of the Aban Abraham oil rig?,1.7448897
Which Lloyd's syndicates owns the maximum number of assets?,How big is the airlines industry in China?,1.2816238
Which Lloyd's syndicates owns the maximum number of assets?,How much money did Lloyd's of London make last year?,1.3891797
Which Lloyd's syndicates owns the maximum number of assets?,What was the Calendar year COR versus the Accident year COR for Lloyd's?,1.27806
Which Lloyd's syndicates owns the maximum number of assets?,Which Lloyd's syndicates owns the maximum number of assets?,0.0
Which Lloyd's syndicates owns the maximum number of assets?,List key performance indicators for AXA?,1.6206913
Which Lloyd's syndicates owns the maximum number of assets?,What are the most prominent legal cases?,1.2054281
Which Lloyd's syndicates owns the maximum number of assets?,How does oil industry perform in Brazil?,1.3981918
Which Lloyd's syndicates owns the maximum number of assets?,What is the main driver of growth in automobile industry in Europe?,1.2200483
Which Lloyd's syndicates owns the maximum number of assets?,Which country in Europe is going to grow the most in 2020?,1.1191088
Which Lloyd's syndicates owns the maximum number of assets?,What are the biggest acquisitions in 2020?,1.1962738
Which Lloyd's syndicates owns the maximum number of assets?,How impacted is the airline industry in 2020?,1.3256177
Which Lloyd's syndicates owns the maximum number of assets?,What are the most prominent bankruptcies in 2020?,1.2185156
List key performance indicators for AXA?,how company compares to its peers?,1.7343173
List key performance indicators for AXA?,what is the detailed income statement breakdown of Axa?,1.4231884
List key performance indicators for AXA?,world premium penetration in 2020,1.7747297
List key performance indicators for AXA?,How does the forecasted insurance premium penetration in country trend compare to its peers?,1.4066937
List key performance indicators for AXA?,what are the total losses for companies in country  non life market?,1.3281577
List key performance indicators for AXA?,Insurance premiums market in Country,1.9498533
List key performance indicators for AXA?,"How have the profit margins been for the airlines industry through the years, by regions?",1.3884578
List key performance indicators for AXA?,What is the complete profile of the top oil rigs?,1.3265506
List key performance indicators for AXA?,what is company general information?,1.5894443
List key performance indicators for AXA?,How is the airline industry performing globally?,1.4824858
List key performance indicators for AXA?,how does economic profit for in country compare to others?,1.3949044
List key performance indicators for AXA?,most profitable insurance company India,1.7424656
List key performance indicators for AXA?,Give me a detailed breakup of the income and expenses in South-East Asia,1.4649949
List key performance indicators for AXA?,Show me all the oil rigs in the world,1.4923964
List key performance indicators for AXA?,What were the premiums earned by the Indian insurance industry in 2020?,1.4675297
List key performance indicators for AXA?,How much have premiums grown as compared to claims for India?,1.5429113
List key performance indicators for AXA?,Which are the best performing insurance firms in India?,1.3914636
List key performance indicators for AXA?,What is the ROE of the Indian market?,1.5412349
List key performance indicators for AXA?,What profits were clocked by Cholamandalam in 2020?,1.5088117
List key performance indicators for AXA?,What is the premiums market share of the top 5 companies in India?,1.3808814
List key performance indicators for AXA?,How will the Brazilian insurance market perform in case of a sluggish economic scenario?,1.351846
List key performance indicators for AXA?,Which are the main distribution channels in India?,1.4454976
List key performance indicators for AXA?,What are the risks in the motor insurance segment in India?,1.3881481
List key performance indicators for AXA?,What is the demand potential of India for insurance?,1.3800731
List key performance indicators for AXA?,How do premiums break down by lines of business in India?,1.496611
List key performance indicators for AXA?,What is the share price of Qantas?,1.5728433
List key performance indicators for AXA?,How many passengers are carried in ?,1.6023452
List key performance indicators for AXA?,Which are the aircrafts manufactured by Boeing?,1.6448095
List key performance indicators for AXA?,Kdo je nejv?tší konkurent ?eské Pojiš?ovny?,4.162778
List key performance indicators for AXA?,Which are the top airports?,1.4977932
List key performance indicators for AXA?,How many fatal air accidents till date?,1.8556157
List key performance indicators for AXA?,What is the flow of air traffic in North America?,1.5109003
List key performance indicators for AXA?,What is the fleet of Airbus?,1.5869515
List key performance indicators for AXA?,Airlines profitability Brazil?,2.744097
List key performance indicators for AXA?,Mergers among airline companies?,2.125621
List key performance indicators for AXA?,Which are the most profitable airports?,1.5509497
List key performance indicators for AXA?,What has the capacity movement of airline companies been over the years?,1.4000297
List key performance indicators for AXA?,Details of the Aban Abraham oil rig?,1.8794886
List key performance indicators for AXA?,How big is the airlines industry in China?,1.4817363
List key performance indicators for AXA?,How much money did Lloyd's of London make last year?,1.6392188
List key performance indicators for AXA?,What was the Calendar year COR versus the Accident year COR for Lloyd's?,1.4133419
List key performance indicators for AXA?,Which Lloyd's syndicates owns the maximum number of assets?,1.6206913
List key performance indicators for AXA?,List key performance indicators for AXA?,0.0
List key performance indicators for AXA?,What are the most prominent legal cases?,1.4925414
List key performance indicators for AXA?,How does oil industry perform in Brazil?,1.5306329
List key performance indicators for AXA?,What is the main driver of growth in automobile industry in Europe?,1.3665991
List key performance indicators for AXA?,Which country in Europe is going to grow the most in 2020?,1.4592545
List key performance indicators for AXA?,What are the biggest acquisitions in 2020?,1.474082
List key performance indicators for AXA?,How impacted is the airline industry in 2020?,1.501903
List key performance indicators for AXA?,What are the most prominent bankruptcies in 2020?,1.461685
What are the most prominent legal cases?,how company compares to its peers?,1.5536622
What are the most prominent legal cases?,what is the detailed income statement breakdown of Axa?,1.1999176
What are the most prominent legal cases?,world premium penetration in 2020,1.5995467
What are the most prominent legal cases?,How does the forecasted insurance premium penetration in country trend compare to its peers?,1.2048984
What are the most prominent legal cases?,what are the total losses for companies in country  non life market?,0.9743226
What are the most prominent legal cases?,Insurance premiums market in Country,1.8911653
What are the most prominent legal cases?,"How have the profit margins been for the airlines industry through the years, by regions?",1.10157
What are the most prominent legal cases?,What is the complete profile of the top oil rigs?,0.92588836
What are the most prominent legal cases?,what is company general information?,1.1792874
What are the most prominent legal cases?,How is the airline industry performing globally?,1.2300882
What are the most prominent legal cases?,how does economic profit for in country compare to others?,1.1753187
What are the most prominent legal cases?,most profitable insurance company India,1.4900727
What are the most prominent legal cases?,Give me a detailed breakup of the income and expenses in South-East Asia,1.2713767
What are the most prominent legal cases?,Show me all the oil rigs in the world,1.2155088
What are the most prominent legal cases?,What were the premiums earned by the Indian insurance industry in 2020?,1.1286513
What are the most prominent legal cases?,How much have premiums grown as compared to claims for India?,1.2104619
What are the most prominent legal cases?,Which are the best performing insurance firms in India?,0.9927817
What are the most prominent legal cases?,What is the ROE of the Indian market?,1.2230649
What are the most prominent legal cases?,What profits were clocked by Cholamandalam in 2020?,1.2071464
What are the most prominent legal cases?,What is the premiums market share of the top 5 companies in India?,1.0574667
What are the most prominent legal cases?,How will the Brazilian insurance market perform in case of a sluggish economic scenario?,1.1100365
What are the most prominent legal cases?,Which are the main distribution channels in India?,1.0069575
What are the most prominent legal cases?,What are the risks in the motor insurance segment in India?,1.0303214
What are the most prominent legal cases?,What is the demand potential of India for insurance?,1.038633
What are the most prominent legal cases?,How do premiums break down by lines of business in India?,1.2162291
What are the most prominent legal cases?,What is the share price of Qantas?,1.1871382
What are the most prominent legal cases?,How many passengers are carried in ?,1.1409835
What are the most prominent legal cases?,Which are the aircrafts manufactured by Boeing?,1.182782
What are the most prominent legal cases?,Kdo je nejv?tší konkurent ?eské Pojiš?ovny?,4.1183515
What are the most prominent legal cases?,Which are the top airports?,0.92014635
What are the most prominent legal cases?,How many fatal air accidents till date?,1.501705
What are the most prominent legal cases?,What is the flow of air traffic in North America?,1.1611207
What are the most prominent legal cases?,What is the fleet of Airbus?,1.1697658
What are the most prominent legal cases?,Airlines profitability Brazil?,2.8287263
What are the most prominent legal cases?,Mergers among airline companies?,2.0151236
What are the most prominent legal cases?,Which are the most profitable airports?,0.9322428
What are the most prominent legal cases?,What has the capacity movement of airline companies been over the years?,1.0609975
What are the most prominent legal cases?,Details of the Aban Abraham oil rig?,1.6880286
What are the most prominent legal cases?,How big is the airlines industry in China?,1.1128367
What are the most prominent legal cases?,How much money did Lloyd's of London make last year?,1.2566156
What are the most prominent legal cases?,What was the Calendar year COR versus the Accident year COR for Lloyd's?,1.1955186
What are the most prominent legal cases?,Which Lloyd's syndicates owns the maximum number of assets?,1.2054281
What are the most prominent legal cases?,List key performance indicators for AXA?,1.4925414
What are the most prominent legal cases?,What are the most prominent legal cases?,0.0
What are the most prominent legal cases?,How does oil industry perform in Brazil?,1.2515703
What are the most prominent legal cases?,What is the main driver of growth in automobile industry in Europe?,1.0423511
What are the most prominent legal cases?,Which country in Europe is going to grow the most in 2020?,0.9107542
What are the most prominent legal cases?,What are the biggest acquisitions in 2020?,0.92991054
What are the most prominent legal cases?,How impacted is the airline industry in 2020?,1.1798798
What are the most prominent legal cases?,What are the most prominent bankruptcies in 2020?,0.67356044
How does oil industry perform in Brazil?,how company compares to its peers?,1.3514484
How does oil industry perform in Brazil?,what is the detailed income statement breakdown of Axa?,1.3211873
How does oil industry perform in Brazil?,world premium penetration in 2020,1.5563644
How does oil industry perform in Brazil?,How does the forecasted insurance premium penetration in country trend compare to its peers?,1.0018753
How does oil industry perform in Brazil?,what are the total losses for companies in country  non life market?,1.0867962
How does oil industry perform in Brazil?,Insurance premiums market in Country,1.785396
How does oil industry perform in Brazil?,"How have the profit margins been for the airlines industry through the years, by regions?",1.0027779
How does oil industry perform in Brazil?,What is the complete profile of the top oil rigs?,0.97746164
How does oil industry perform in Brazil?,what is company general information?,1.2401136
How does oil industry perform in Brazil?,How is the airline industry performing globally?,0.8217781
How does oil industry perform in Brazil?,how does economic profit for in country compare to others?,0.9694214
How does oil industry perform in Brazil?,most profitable insurance company India,1.462857
How does oil industry perform in Brazil?,Give me a detailed breakup of the income and expenses in South-East Asia,1.2542688
How does oil industry perform in Brazil?,Show me all the oil rigs in the world,1.03345
How does oil industry perform in Brazil?,What were the premiums earned by the Indian insurance industry in 2020?,1.1144022
How does oil industry perform in Brazil?,How much have premiums grown as compared to claims for India?,1.1283107
How does oil industry perform in Brazil?,Which are the best performing insurance firms in India?,1.0604813
How does oil industry perform in Brazil?,What is the ROE of the Indian market?,1.2531059
How does oil industry perform in Brazil?,What profits were clocked by Cholamandalam in 2020?,1.2701565
How does oil industry perform in Brazil?,What is the premiums market share of the top 5 companies in India?,1.0342642
How does oil industry perform in Brazil?,How will the Brazilian insurance market perform in case of a sluggish economic scenario?,0.8970079
How does oil industry perform in Brazil?,Which are the main distribution channels in India?,1.2526815
How does oil industry perform in Brazil?,What are the risks in the motor insurance segment in India?,1.102935
How does oil industry perform in Brazil?,What is the demand potential of India for insurance?,1.0741394
How does oil industry perform in Brazil?,How do premiums break down by lines of business in India?,1.0389718
How does oil industry perform in Brazil?,What is the share price of Qantas?,1.2003505
How does oil industry perform in Brazil?,How many passengers are carried in ?,1.2193242
How does oil industry perform in Brazil?,Which are the aircrafts manufactured by Boeing?,1.3782408
How does oil industry perform in Brazil?,Kdo je nejv?tší konkurent ?eské Pojiš?ovny?,4.0597744
How does oil industry perform in Brazil?,Which are the top airports?,1.3307277
How does oil industry perform in Brazil?,How many fatal air accidents till date?,1.3841645
How does oil industry perform in Brazil?,What is the flow of air traffic in North America?,1.1551404
How does oil industry perform in Brazil?,What is the fleet of Airbus?,1.2423621
How does oil industry perform in Brazil?,Airlines profitability Brazil?,2.6601899
How does oil industry perform in Brazil?,Mergers among airline companies?,1.9635968
How does oil industry perform in Brazil?,Which are the most profitable airports?,1.3177296
How does oil industry perform in Brazil?,What has the capacity movement of airline companies been over the years?,1.0679157
How does oil industry perform in Brazil?,Details of the Aban Abraham oil rig?,1.5261037
How does oil industry perform in Brazil?,How big is the airlines industry in China?,0.870745
How does oil industry perform in Brazil?,How much money did Lloyd's of London make last year?,1.0667433
How does oil industry perform in Brazil?,What was the Calendar year COR versus the Accident year COR for Lloyd's?,1.2890183
How does oil industry perform in Brazil?,Which Lloyd's syndicates owns the maximum number of assets?,1.3981918
How does oil industry perform in Brazil?,List key performance indicators for AXA?,1.5306329
How does oil industry perform in Brazil?,What are the most prominent legal cases?,1.2515703
How does oil industry perform in Brazil?,How does oil industry perform in Brazil?,0.0
How does oil industry perform in Brazil?,What is the main driver of growth in automobile industry in Europe?,1.0319965
How does oil industry perform in Brazil?,Which country in Europe is going to grow the most in 2020?,1.0384572
How does oil industry perform in Brazil?,What are the biggest acquisitions in 2020?,1.2326657
How does oil industry perform in Brazil?,How impacted is the airline industry in 2020?,0.9126486
How does oil industry perform in Brazil?,What are the most prominent bankruptcies in 2020?,1.2345548
What is the main driver of growth in automobile industry in Europe?,how company compares to its peers?,1.3543735
What is the main driver of growth in automobile industry in Europe?,what is the detailed income statement breakdown of Axa?,1.1196831
What is the main driver of growth in automobile industry in Europe?,world premium penetration in 2020,1.3296402
What is the main driver of growth in automobile industry in Europe?,How does the forecasted insurance premium penetration in country trend compare to its peers?,0.9514511
What is the main driver of growth in automobile industry in Europe?,what are the total losses for companies in country  non life market?,0.857034
What is the main driver of growth in automobile industry in Europe?,Insurance premiums market in Country,1.6114987
What is the main driver of growth in automobile industry in Europe?,"How have the profit margins been for the airlines industry through the years, by regions?",0.88487494
What is the main driver of growth in automobile industry in Europe?,What is the complete profile of the top oil rigs?,0.91026723
What is the main driver of growth in automobile industry in Europe?,what is company general information?,0.989133
What is the main driver of growth in automobile industry in Europe?,How is the airline industry performing globally?,0.9813778
What is the main driver of growth in automobile industry in Europe?,how does economic profit for in country compare to others?,0.97816956
What is the main driver of growth in automobile industry in Europe?,most profitable insurance company India,1.2555778
What is the main driver of growth in automobile industry in Europe?,Give me a detailed breakup of the income and expenses in South-East Asia,1.1300354
What is the main driver of growth in automobile industry in Europe?,Show me all the oil rigs in the world,1.020823
What is the main driver of growth in automobile industry in Europe?,What were the premiums earned by the Indian insurance industry in 2020?,0.92077476
What is the main driver of growth in automobile industry in Europe?,How much have premiums grown as compared to claims for India?,1.1546798
What is the main driver of growth in automobile industry in Europe?,Which are the best performing insurance firms in India?,0.9726544
What is the main driver of growth in automobile industry in Europe?,What is the ROE of the Indian market?,1.0570568
What is the main driver of growth in automobile industry in Europe?,What profits were clocked by Cholamandalam in 2020?,1.0402441
What is the main driver of growth in automobile industry in Europe?,What is the premiums market share of the top 5 companies in India?,0.8012411
What is the main driver of growth in automobile industry in Europe?,How will the Brazilian insurance market perform in case of a sluggish economic scenario?,0.8620068
What is the main driver of growth in automobile industry in Europe?,Which are the main distribution channels in India?,0.9623141
What is the main driver of growth in automobile industry in Europe?,What are the risks in the motor insurance segment in India?,0.7911805
What is the main driver of growth in automobile industry in Europe?,What is the demand potential of India for insurance?,0.85412085
What is the main driver of growth in automobile industry in Europe?,How do premiums break down by lines of business in India?,1.0348575
What is the main driver of growth in automobile industry in Europe?,What is the share price of Qantas?,1.0840529
What is the main driver of growth in automobile industry in Europe?,How many passengers are carried in ?,1.1928821
What is the main driver of growth in automobile industry in Europe?,Which are the aircrafts manufactured by Boeing?,1.2029177
What is the main driver of growth in automobile industry in Europe?,Kdo je nejv?tší konkurent ?eské Pojiš?ovny?,4.0282106
What is the main driver of growth in automobile industry in Europe?,Which are the top airports?,1.1722006
What is the main driver of growth in automobile industry in Europe?,How many fatal air accidents till date?,1.38555
What is the main driver of growth in automobile industry in Europe?,What is the flow of air traffic in North America?,0.9535736
What is the main driver of growth in automobile industry in Europe?,What is the fleet of Airbus?,1.0454572
What is the main driver of growth in automobile industry in Europe?,Airlines profitability Brazil?,2.5632164
What is the main driver of growth in automobile industry in Europe?,Mergers among airline companies?,1.8849036
What is the main driver of growth in automobile industry in Europe?,Which are the most profitable airports?,1.1318978
What is the main driver of growth in automobile industry in Europe?,What has the capacity movement of airline companies been over the years?,0.8529932
What is the main driver of growth in automobile industry in Europe?,Details of the Aban Abraham oil rig?,1.5634073
What is the main driver of growth in automobile industry in Europe?,How big is the airlines industry in China?,0.8737897
What is the main driver of growth in automobile industry in Europe?,How much money did Lloyd's of London make last year?,1.2489319
What is the main driver of growth in automobile industry in Europe?,What was the Calendar year COR versus the Accident year COR for Lloyd's?,1.0062596
What is the main driver of growth in automobile industry in Europe?,Which Lloyd's syndicates owns the maximum number of assets?,1.2200483
What is the main driver of growth in automobile industry in Europe?,List key performance indicators for AXA?,1.3665991
What is the main driver of growth in automobile industry in Europe?,What are the most prominent legal cases?,1.0423511
What is the main driver of growth in automobile industry in Europe?,How does oil industry perform in Brazil?,1.0319965
What is the main driver of growth in automobile industry in Europe?,What is the main driver of growth in automobile industry in Europe?,0.0
What is the main driver of growth in automobile industry in Europe?,Which country in Europe is going to grow the most in 2020?,0.808161
What is the main driver of growth in automobile industry in Europe?,What are the biggest acquisitions in 2020?,0.96940887
What is the main driver of growth in automobile industry in Europe?,How impacted is the airline industry in 2020?,0.8933675
What is the main driver of growth in automobile industry in Europe?,What are the most prominent bankruptcies in 2020?,0.97441435
Which country in Europe is going to grow the most in 2020?,how company compares to its peers?,1.3559566
Which country in Europe is going to grow the most in 2020?,what is the detailed income statement breakdown of Axa?,1.1388434
Which country in Europe is going to grow the most in 2020?,world premium penetration in 2020,1.2882838
Which country in Europe is going to grow the most in 2020?,How does the forecasted insurance premium penetration in country trend compare to its peers?,0.8964325
Which country in Europe is going to grow the most in 2020?,what are the total losses for companies in country  non life market?,0.7845886
Which country in Europe is going to grow the most in 2020?,Insurance premiums market in Country,1.7210357
Which country in Europe is going to grow the most in 2020?,"How have the profit margins been for the airlines industry through the years, by regions?",0.91488427
Which country in Europe is going to grow the most in 2020?,What is the complete profile of the top oil rigs?,0.87343746
Which country in Europe is going to grow the most in 2020?,what is company general information?,1.0628545
Which country in Europe is going to grow the most in 2020?,How is the airline industry performing globally?,1.0313127
Which country in Europe is going to grow the most in 2020?,how does economic profit for in country compare to others?,0.9029938
Which country in Europe is going to grow the most in 2020?,most profitable insurance company India,1.2975315
Which country in Europe is going to grow the most in 2020?,Give me a detailed breakup of the income and expenses in South-East Asia,1.0790039
Which country in Europe is going to grow the most in 2020?,Show me all the oil rigs in the world,0.9794503
Which country in Europe is going to grow the most in 2020?,What were the premiums earned by the Indian insurance industry in 2020?,0.9877046
Which country in Europe is going to grow the most in 2020?,How much have premiums grown as compared to claims for India?,1.039009
Which country in Europe is going to grow the most in 2020?,Which are the best performing insurance firms in India?,0.87722737
Which country in Europe is going to grow the most in 2020?,What is the ROE of the Indian market?,1.0592905
Which country in Europe is going to grow the most in 2020?,What profits were clocked by Cholamandalam in 2020?,1.0638412
Which country in Europe is going to grow the most in 2020?,What is the premiums market share of the top 5 companies in India?,0.85680693
Which country in Europe is going to grow the most in 2020?,How will the Brazilian insurance market perform in case of a sluggish economic scenario?,0.87684697
Which country in Europe is going to grow the most in 2020?,Which are the main distribution channels in India?,0.8643927
Which country in Europe is going to grow the most in 2020?,What are the risks in the motor insurance segment in India?,0.87561995
Which country in Europe is going to grow the most in 2020?,What is the demand potential of India for insurance?,0.80982405
Which country in Europe is going to grow the most in 2020?,How do premiums break down by lines of business in India?,1.0077198
Which country in Europe is going to grow the most in 2020?,What is the share price of Qantas?,1.0658151
Which country in Europe is going to grow the most in 2020?,How many passengers are carried in ?,1.0762596
Which country in Europe is going to grow the most in 2020?,Which are the aircrafts manufactured by Boeing?,1.0980237
Which country in Europe is going to grow the most in 2020?,Kdo je nejv?tší konkurent ?eské Pojiš?ovny?,4.045063
Which country in Europe is going to grow the most in 2020?,Which are the top airports?,0.92985886
Which country in Europe is going to grow the most in 2020?,How many fatal air accidents till date?,1.4272761
Which country in Europe is going to grow the most in 2020?,What is the flow of air traffic in North America?,0.9591248
Which country in Europe is going to grow the most in 2020?,What is the fleet of Airbus?,1.0108261
Which country in Europe is going to grow the most in 2020?,Airlines profitability Brazil?,2.713722
Which country in Europe is going to grow the most in 2020?,Mergers among airline companies?,1.9440202
Which country in Europe is going to grow the most in 2020?,Which are the most profitable airports?,0.87849087
Which country in Europe is going to grow the most in 2020?,What has the capacity movement of airline companies been over the years?,0.8994349
Which country in Europe is going to grow the most in 2020?,Details of the Aban Abraham oil rig?,1.6226208
Which country in Europe is going to grow the most in 2020?,How big is the airlines industry in China?,0.915457
Which country in Europe is going to grow the most in 2020?,How much money did Lloyd's of London make last year?,1.0314596
Which country in Europe is going to grow the most in 2020?,What was the Calendar year COR versus the Accident year COR for Lloyd's?,1.0419258
Which country in Europe is going to grow the most in 2020?,Which Lloyd's syndicates owns the maximum number of assets?,1.1191088
Which country in Europe is going to grow the most in 2020?,List key performance indicators for AXA?,1.4592545
Which country in Europe is going to grow the most in 2020?,What are the most prominent legal cases?,0.9107542
Which country in Europe is going to grow the most in 2020?,How does oil industry perform in Brazil?,1.0384572
Which country in Europe is going to grow the most in 2020?,What is the main driver of growth in automobile industry in Europe?,0.808161
Which country in Europe is going to grow the most in 2020?,Which country in Europe is going to grow the most in 2020?,0.0
Which country in Europe is going to grow the most in 2020?,What are the biggest acquisitions in 2020?,0.84953374
Which country in Europe is going to grow the most in 2020?,How impacted is the airline industry in 2020?,0.95044917
Which country in Europe is going to grow the most in 2020?,What are the most prominent bankruptcies in 2020?,0.892256
What are the biggest acquisitions in 2020?,how company compares to its peers?,1.4554999
What are the biggest acquisitions in 2020?,what is the detailed income statement breakdown of Axa?,1.2457829
What are the biggest acquisitions in 2020?,world premium penetration in 2020,1.4626017
What are the biggest acquisitions in 2020?,How does the forecasted insurance premium penetration in country trend compare to its peers?,1.0864413
What are the biggest acquisitions in 2020?,what are the total losses for companies in country  non life market?,0.9047196
What are the biggest acquisitions in 2020?,Insurance premiums market in Country,1.7717404
What are the biggest acquisitions in 2020?,"How have the profit margins been for the airlines industry through the years, by regions?",0.9938614
What are the biggest acquisitions in 2020?,What is the complete profile of the top oil rigs?,0.95063573
What are the biggest acquisitions in 2020?,what is company general information?,1.1225003
What are the biggest acquisitions in 2020?,How is the airline industry performing globally?,1.23004
What are the biggest acquisitions in 2020?,how does economic profit for in country compare to others?,1.0973219
What are the biggest acquisitions in 2020?,most profitable insurance company India,1.3875872
What are the biggest acquisitions in 2020?,Give me a detailed breakup of the income and expenses in South-East Asia,1.1858122
What are the biggest acquisitions in 2020?,Show me all the oil rigs in the world,1.1206516
What are the biggest acquisitions in 2020?,What were the premiums earned by the Indian insurance industry in 2020?,1.0693275
What are the biggest acquisitions in 2020?,How much have premiums grown as compared to claims for India?,1.2036456
What are the biggest acquisitions in 2020?,Which are the best performing insurance firms in India?,0.9562581
What are the biggest acquisitions in 2020?,What is the ROE of the Indian market?,1.1502299
What are the biggest acquisitions in 2020?,What profits were clocked by Cholamandalam in 2020?,1.0589908
What are the biggest acquisitions in 2020?,What is the premiums market share of the top 5 companies in India?,0.9083854
What are the biggest acquisitions in 2020?,How will the Brazilian insurance market perform in case of a sluggish economic scenario?,1.0422918
What are the biggest acquisitions in 2020?,Which are the main distribution channels in India?,0.9690391
What are the biggest acquisitions in 2020?,What are the risks in the motor insurance segment in India?,0.9257996
What are the biggest acquisitions in 2020?,What is the demand potential of India for insurance?,0.97713387
What are the biggest acquisitions in 2020?,How do premiums break down by lines of business in India?,1.1069942
What are the biggest acquisitions in 2020?,What is the share price of Qantas?,1.104653
What are the biggest acquisitions in 2020?,How many passengers are carried in ?,1.1846038
What are the biggest acquisitions in 2020?,Which are the aircrafts manufactured by Boeing?,1.1729788
What are the biggest acquisitions in 2020?,Kdo je nejv?tší konkurent ?eské Pojiš?ovny?,4.0741663
What are the biggest acquisitions in 2020?,Which are the top airports?,1.0143876
What are the biggest acquisitions in 2020?,How many fatal air accidents till date?,1.4949684
What are the biggest acquisitions in 2020?,What is the flow of air traffic in North America?,1.1186558
What are the biggest acquisitions in 2020?,What is the fleet of Airbus?,1.1232435
What are the biggest acquisitions in 2020?,Airlines profitability Brazil?,2.6658435
What are the biggest acquisitions in 2020?,Mergers among airline companies?,1.9183728
What are the biggest acquisitions in 2020?,Which are the most profitable airports?,0.99631244
What are the biggest acquisitions in 2020?,What has the capacity movement of airline companies been over the years?,1.0002872
What are the biggest acquisitions in 2020?,Details of the Aban Abraham oil rig?,1.6655879
What are the biggest acquisitions in 2020?,How big is the airlines industry in China?,0.9920184
What are the biggest acquisitions in 2020?,How much money did Lloyd's of London make last year?,1.2077758
What are the biggest acquisitions in 2020?,What was the Calendar year COR versus the Accident year COR for Lloyd's?,1.1511785
What are the biggest acquisitions in 2020?,Which Lloyd's syndicates owns the maximum number of assets?,1.1962738
What are the biggest acquisitions in 2020?,List key performance indicators for AXA?,1.474082
What are the biggest acquisitions in 2020?,What are the most prominent legal cases?,0.92991054
What are the biggest acquisitions in 2020?,How does oil industry perform in Brazil?,1.2326657
What are the biggest acquisitions in 2020?,What is the main driver of growth in automobile industry in Europe?,0.96940887
What are the biggest acquisitions in 2020?,Which country in Europe is going to grow the most in 2020?,0.84953374
What are the biggest acquisitions in 2020?,What are the biggest acquisitions in 2020?,0.0
What are the biggest acquisitions in 2020?,How impacted is the airline industry in 2020?,1.1309116
What are the biggest acquisitions in 2020?,What are the most prominent bankruptcies in 2020?,0.88096464
How impacted is the airline industry in 2020?,how company compares to its peers?,1.2601024
How impacted is the airline industry in 2020?,what is the detailed income statement breakdown of Axa?,1.2353045
How impacted is the airline industry in 2020?,world premium penetration in 2020,1.4938005
How impacted is the airline industry in 2020?,How does the forecasted insurance premium penetration in country trend compare to its peers?,0.9781299
How impacted is the airline industry in 2020?,what are the total losses for companies in country  non life market?,0.9534705
How impacted is the airline industry in 2020?,Insurance premiums market in Country,1.6751322
How impacted is the airline industry in 2020?,"How have the profit margins been for the airlines industry through the years, by regions?",0.766435
How impacted is the airline industry in 2020?,What is the complete profile of the top oil rigs?,1.040841
How impacted is the airline industry in 2020?,what is company general information?,1.1223701
How impacted is the airline industry in 2020?,How is the airline industry performing globally?,0.61776745
How impacted is the airline industry in 2020?,how does economic profit for in country compare to others?,0.9974907
How impacted is the airline industry in 2020?,most profitable insurance company India,1.3294545
How impacted is the airline industry in 2020?,Give me a detailed breakup of the income and expenses in South-East Asia,1.2064232
How impacted is the airline industry in 2020?,Show me all the oil rigs in the world,1.1295425
How impacted is the airline industry in 2020?,What were the premiums earned by the Indian insurance industry in 2020?,0.9652234
How impacted is the airline industry in 2020?,How much have premiums grown as compared to claims for India?,1.1046407
How impacted is the airline industry in 2020?,Which are the best performing insurance firms in India?,1.0594479
How impacted is the airline industry in 2020?,What is the ROE of the Indian market?,1.187796
How impacted is the airline industry in 2020?,What profits were clocked by Cholamandalam in 2020?,1.1557791
How impacted is the airline industry in 2020?,What is the premiums market share of the top 5 companies in India?,0.94797325
How impacted is the airline industry in 2020?,How will the Brazilian insurance market perform in case of a sluggish economic scenario?,0.9283604
How impacted is the airline industry in 2020?,Which are the main distribution channels in India?,1.1534933
How impacted is the airline industry in 2020?,What are the risks in the motor insurance segment in India?,0.97528994
How impacted is the airline industry in 2020?,What is the demand potential of India for insurance?,1.0239855
How impacted is the airline industry in 2020?,How do premiums break down by lines of business in India?,1.0157562
How impacted is the airline industry in 2020?,What is the share price of Qantas?,1.1875476
How impacted is the airline industry in 2020?,How many passengers are carried in ?,1.0886414
How impacted is the airline industry in 2020?,Which are the aircrafts manufactured by Boeing?,1.2416432
How impacted is the airline industry in 2020?,Kdo je nejv?tší konkurent ?eské Pojiš?ovny?,4.1327386
How impacted is the airline industry in 2020?,Which are the top airports?,1.3013237
How impacted is the airline industry in 2020?,How many fatal air accidents till date?,1.3778131
How impacted is the airline industry in 2020?,What is the flow of air traffic in North America?,1.074012
How impacted is the airline industry in 2020?,What is the fleet of Airbus?,1.1131911
How impacted is the airline industry in 2020?,Airlines profitability Brazil?,2.3799617
